"ensembl_gene_id","gene_symbol","description","gene_biotype","chromosome","start","end"
"FBgn0002283","l(3)73Ah","lethal (3) 73Ah","protein_coding","3L",16588475,16590132
"FBgn0002284","Prosbeta6","Proteasome beta6 subunit","protein_coding","3L",16609400,16610418
"FBgn0002306","sas","stranded at second","protein_coding","3R",7162808,7183702
"FBgn0002354","l(3)87Df","lethal (3) 87Df","protein_coding","3R",13030913,13031598
"FBgn0002413","dco","discs overgrown","protein_coding","3R",31054085,31061210
"FBgn0002431","hyd","hyperplastic discs","protein_coding","3R",9714623,9725615
"FBgn0002440","l(3)mbn","lethal (3) malignant blood neoplasm","protein_coding","3L",6123934,6128807
"FBgn0002441","l(3)mbt","lethal (3) malignant brain tumor","protein_coding","3R",27266326,27273273
"FBgn0002466","sti","sticky","protein_coding","3L",12507998,12514815
"FBgn0002521","pho","pleiohomeotic","protein_coding","4",1172469,1181628
"FBgn0002522","lab","labial","protein_coding","3R",6661427,6678590
"FBgn0002524","lace","lace","protein_coding","2L",15499127,15505018
"FBgn0002525","Lam","Lamin","protein_coding","2L",5542480,5546642
"FBgn0002526","LanA","Laminin A","protein_coding","3L",6203831,6218022
"FBgn0002531","Lcp1","Larval cuticle protein 1","protein_coding","2R",8430115,8431243
"FBgn0002533","Lcp2","Larval cuticle protein 2","protein_coding","2R",8433797,8434785
"FBgn0002534","Lcp3","Larval cuticle protein 3","protein_coding","2R",8435310,8436095
"FBgn0002535","Lcp4","Larval cuticle protein 4","protein_coding","2R",8437647,8438495
"FBgn0002542","lds","lodestar","protein_coding","3R",7920431,7924491
"FBgn0002543","robo2","roundabout 2","protein_coding","2L",1380086,1420453
"FBgn0002552","lin","lines","protein_coding","2R",8914524,8918234
"FBgn0002561","l(1)sc","lethal of scute","protein_coding","X",409721,410817
"FBgn0002562","Lsp1alpha","Larval serum protein 1 alpha","protein_coding","X",12490291,12492982
"FBgn0002563","Lsp1beta","Larval serum protein 1 beta","protein_coding","2L",898500,901316
"FBgn0002564","Lsp1gamma","Larval serum protein 1 gamma","protein_coding","3L",66430,68995
"FBgn0002565","Lsp2","Larval serum protein 2","protein_coding","3L",12129393,12131869
"FBgn0002566","lt","light","protein_coding","2L",22924795,22943135
"FBgn0002567","Rab32","Rab32","protein_coding","2R",9177864,9186342
"FBgn0002569","Mal-A2","Maltase A2","protein_coding","2R",8453627,8455782
"FBgn0002570","Mal-A1","Maltase A1","protein_coding","2R",8449664,8451904
"FBgn0002571","Mal-A3","Maltase A3","protein_coding","2R",8455909,8457892
"FBgn0002573","sens","senseless","protein_coding","3L",13396228,13401125
"FBgn0002576","lz","lozenge","protein_coding","X",9284649,9303636
"FBgn0002577","m","miniature","protein_coding","X",11754273,11769508
"FBgn0002578","Kaz-m1","Kazal-type protease inhibitor m1","protein_coding","3R",26014721,26016487
"FBgn0002579","RpL36","Ribosomal protein L36","protein_coding","X",628338,629483
"FBgn0002590","RpS5a","Ribosomal protein S5a","protein_coding","X",17143588,17148264
"FBgn0002592","E(spl)m2-BFM","Enhancer of split m2, Bearded family member","protein_coding","3R",26016514,26017470
"FBgn0002593","RpLP1","Ribosomal protein LP1","protein_coding","2L",419952,420864
"FBgn0002609","E(spl)m3-HLH","Enhancer of split m3, helix-loop-helix","protein_coding","3R",26021823,26023127
"FBgn0002622","RpS3","Ribosomal protein S3","protein_coding","3R",23358812,23360207
"FBgn0002626","RpL32","Ribosomal protein L32","protein_coding","3R",30045229,30046161
"FBgn0002629","E(spl)m4-BFM","Enhancer of split m4, Bearded family member","protein_coding","3R",26023821,26024579
"FBgn0002631","E(spl)m5-HLH","Enhancer of split m5, helix-loop-helix","protein_coding","3R",26028854,26029735
"FBgn0002632","E(spl)m6-BFM","Enhancer of split m6, Bearded family member","protein_coding","3R",26032911,26034047
"FBgn0002633","E(spl)m7-HLH","Enhancer of split m7, helix-loop-helix","protein_coding","3R",26037038,26038019
"FBgn0002638","Rcc1","Regulator of chromosome condensation 1","protein_coding","3L",5930262,5932773
"FBgn0002641","mal","maroon-like","protein_coding","X",20429675,20433210
"FBgn0002643","mam","mastermind","protein_coding","2R",13991203,14060356
"FBgn0002645","Map205","Microtubule-associated protein 205","protein_coding","3R",32055279,32068441
"FBgn0002673","twe","twine","protein_coding","2L",16259414,16261877
"FBgn0002707","mei-9","meiotic 9","protein_coding","X",4314230,4318801
"FBgn0002709","mei-218","meiotic 218","protein_coding","X",17135985,17142990
"FBgn0002715","mei-S332","meiotic from via Salaria 332","protein_coding","2R",22122101,22124566
"FBgn0002716","mei-W68","meiotic W68","protein_coding","2R",19456170,19459523
"FBgn0002719","Men","Malic enzyme","protein_coding","3R",12713103,12722442
"FBgn0002723","Met","Methoprene-tolerant","protein_coding","X",11616124,11621280
"FBgn0002732","E(spl)malpha-BFM","Enhancer of split malpha, Bearded family member","protein_coding","3R",26010893,26011568
"FBgn0002733","E(spl)mbeta-HLH","Enhancer of split mbeta, helix-loop-helix","protein_coding","3R",26005046,26006023
"FBgn0002734","E(spl)mdelta-HLH","Enhancer of split mdelta, helix-loop-helix","protein_coding","3R",25997621,25998633
"FBgn0002735","E(spl)mgamma-HLH","Enhancer of split mgamma, helix-loop-helix","protein_coding","3R",25999851,26000761
"FBgn0002736","mago","mago nashi","protein_coding","2R",21128577,21129737
"FBgn0002772","Mlc1","Myosin alkali light chain 1","protein_coding","3R",27657078,27660177
"FBgn0002773","Mlc2","Myosin light chain 2","protein_coding","3R",30171438,30174551
"FBgn0002774","mle","maleless","protein_coding","2R",5974857,5980778
"FBgn0002775","msl-3","male-specific lethal 3","protein_coding","3L",7123213,7125533
"FBgn0002778","mnd","minidiscs","protein_coding","3L",14985100,14991667
"FBgn0002780","mod","modulo","protein_coding","3R",32052060,32054974
"FBgn0002781","mod(mdg4)","modifier of mdg4","protein_coding","3R",21350846,21377401
"FBgn0002783","mor","moira","protein_coding","3R",15968134,15972913
"FBgn0002787","Rpn8","Regulatory particle non-ATPase 8","protein_coding","2R",24400028,24404527
"FBgn0002789","Mp20","Muscle protein 20","protein_coding","2R",13246670,13248880
"FBgn0002791","mr","morula","protein_coding","2R",23972431,23975408
"FBgn0002838","ms(3)K81","male sterile (3) K81","protein_coding","3R",26875852,26876562
"FBgn0002842","sa","spermatocyte arrest","protein_coding","3L",21405425,21406738
"FBgn0002855","Acp26Aa","Accessory gland protein 26Aa","protein_coding","2L",5892883,5893896
"FBgn0002856","Acp26Ab","Accessory gland protein 26Ab","protein_coding","2L",5892298,5892862
"FBgn0002862","Mst87F","Male-specific RNA 87F","protein_coding","3R",13827151,13828008
"FBgn0002863","Acp95EF","Accessory gland protein 95EF","protein_coding","3R",24228975,24229279
"FBgn0002865","Mst98Ca","Male-specific RNA 98Ca","protein_coding","3R",28291338,28292656
"FBgn0002868","MtnA","Metallothionein A","protein_coding","3R",9783407,9784370
"FBgn0002869","MtnB","Metallothionein B","protein_coding","3R",20503102,20503746
"FBgn0002872","mu2","mutator 2","protein_coding","3L",1942734,1947475
"FBgn0002873","mud","mushroom body defect","protein_coding","X",14247732,14258595
"FBgn0002878","mus101","mutagen-sensitive 101","protein_coding","X",13722246,13727113
"FBgn0002887","mus201","mutagen-sensitive 201","protein_coding","2L",8438169,8442342
"FBgn0002891","PolZ1","DNA polymerase zeta subunit 1","protein_coding","2R",7793625,7801044
"FBgn0002899","mus301","mutagen-sensitive 301","protein_coding","3L",8137808,8142014
"FBgn0002901","mus304","mutagen-sensitive 304","protein_coding","3L",18109814,18112847
"FBgn0002905","PolQ","DNA polymerase theta","protein_coding","3R",12705523,12712299
"FBgn0002906","Blm","Bloom syndrome helicase","protein_coding","3R",11736810,11741783
"FBgn0002909","mus312","mutagen-sensitive 312","protein_coding","3L",7329132,7333471
"FBgn0002914","Myb","Myb oncogene-like","protein_coding","X",15854832,15857823
"FBgn0002917","na","narrow abdomen","protein_coding","X",14266367,14277416
"FBgn0002921","Atpalpha","Na pump alpha subunit","protein_coding","3R",20948714,20976239
"FBgn0002922","nau","nautilus","protein_coding","3R",23712814,23718357
"FBgn0002924","ncd","non-claret disjunctional","protein_coding","3R",29804290,29807127
"FBgn0002926","ndl","nudel","protein_coding","3L",6593938,6603366
"FBgn0002930","nec","necrotic","protein_coding","2R",7156477,7158241
"FBgn0002931","net","net","protein_coding","2L",82421,87387
"FBgn0002932","neur","neuralized","protein_coding","3R",9020348,9039471
"FBgn0002933","ng1","new glue 1","protein_coding","X",3242412,3242934
"FBgn0002936","ninaA","neither inactivation nor afterpotential A","protein_coding","2L",877302,878270
"FBgn0002937","ninaB","neither inactivation nor afterpotential B","protein_coding","3R",13700565,13703164
"FBgn0002938","ninaC","neither inactivation nor afterpotential C","protein_coding","2L",7377702,7384344
"FBgn0002939","ninaD","neither inactivation nor afterpotential D","protein_coding","2L",18081628,18083608
"FBgn0002940","ninaE","neither inactivation nor afterpotential E","protein_coding","3R",19886255,19888206
"FBgn0002941","slou","slouch","protein_coding","3R",21548661,21557182
"FBgn0002945","nkd","naked cuticle","protein_coding","3L",19003741,19045449
"FBgn0002948","nod","no distributive disjunction","protein_coding","X",11580772,11585750
"FBgn0002962","nanos","nanos","protein_coding","3R",19157238,19160202
"FBgn0002973","numb","numb","protein_coding","2L",9437469,9464184
"FBgn0002985","odd","odd skipped","protein_coding","2L",3604224,3606756
"FBgn0002989","okr","okra","protein_coding","2L",2989594,2992759
"FBgn0003002","opa","odd paired","protein_coding","3R",4852813,4869979
"FBgn0003008","or","orange","protein_coding","2R",23967939,23968943
"FBgn0003009","ord","orientation disruptor","protein_coding","2R",23271257,23275536
"FBgn0003011","ort","ora transientless","protein_coding","3R",19659748,19663672
"FBgn0003015","osk","oskar","protein_coding","3R",8935126,8938395
"FBgn0003016","osp","outspread","protein_coding","2L",14599196,14689340
"FBgn0003023","otu","ovarian tumor","protein_coding","X",8485008,8489535
"FBgn0003028","ovo","ovo","protein_coding","X",5048273,5070929
"FBgn0003034","SP","Sex Peptide","protein_coding","3L",13301635,13301922
"FBgn0003041","pbl","pebble","protein_coding","3L",7896109,7911954
"FBgn0003042","Pc","Polycomb","protein_coding","3L",21306138,21318020
"FBgn0003044","Pcl","Polycomblike","protein_coding","2R",18135426,18139990
"FBgn0003046","Pcp","Pupal cuticle protein","protein_coding","2L",7021682,7022470
"FBgn0003048","pcx","pecanex","protein_coding","X",2225296,2238045
"FBgn0003053","peb","pebbled","protein_coding","X",4617564,4627206
"FBgn0003057","CG10598","","protein_coding","X",17225157,17226867
"FBgn0003060","CG9757","","protein_coding","3R",13611583,13612433
"FBgn0003062","Fib","Fibrillarin","protein_coding","2R",23072909,23074725
"FBgn0003065","CG2150","","protein_coding","3R",31763304,31764772
"FBgn0003067","Pepck1","Phosphoenolpyruvate carboxykinase 1","protein_coding","2R",18536767,18539416
"FBgn0003068","per","period","protein_coding","X",2685580,2692780
"FBgn0003071","Pfk","Phosphofructokinase","protein_coding","2R",10109740,10117457
"FBgn0003074","Pgi","Phosphoglucose isomerase","protein_coding","2R",8910900,8914069
"FBgn0003076","Pgm1","Phosphoglucose mutase 1","protein_coding","3L",16126018,16128531
"FBgn0003079","Raf","Raf oncogene","protein_coding","X",2295466,2343870
"FBgn0003082","phr","photorepair","protein_coding","2R",7825289,7827319
"FBgn0003086","Pig1","Pre-intermoult gene 1","protein_coding","X",3248600,3249289
"FBgn0003087","pim","pimples","protein_coding","2L",10362989,10364092
"FBgn0003089","pip","pipe","protein_coding","3L",19298623,19337609
"FBgn0003090","pk","prickle","protein_coding","2R",7150703,7223378
"FBgn0003091","Pkc53E","Protein C kinase 53E","protein_coding","2R",16924655,16945126
"FBgn0003093","Pkc98E","Protein C kinase 98E","protein_coding","3R",29039156,29049148
"FBgn0003114","plu","plutonium","protein_coding","2R",20262958,20263684
"FBgn0003116","pn","prune","protein_coding","X",2181211,2182916
"FBgn0003117","pnr","pannier","protein_coding","3R",16026079,16041796
"FBgn0003118","pnt","pointed","protein_coding","3R",23290231,23346167
"FBgn0003124","polo","polo","protein_coding","3L",20309654,20313466
"FBgn0003129","Poxm","Pox meso","protein_coding","3R",8319025,8333792
"FBgn0003130","Poxn","Pox neuro","protein_coding","2R",15826693,15835055
"FBgn0003132","Pp1-13C","Protein phosphatase 1 at 13C","protein_coding","X",15359101,15361061
"FBgn0003134","Pp1alpha-96A","Protein phosphatase 1alpha at 96A","protein_coding","3R",24518270,24522331
"FBgn0003137","Ppn","Papilin","protein_coding","3R",28520665,28540324
"FBgn0003139","PpV","Protein phosphatase V","protein_coding","X",6371065,6372915
"FBgn0003140","PpY-55A","Protein phosphatase Y at 55A","protein_coding","2R",17955396,17956570
"FBgn0003141","pr","purple","protein_coding","2L",20073719,20075458
"FBgn0003145","prd","paired","protein_coding","2L",12082995,12085827
"FBgn0003149","Prm","Paramyosin","protein_coding","3L",8732858,8745310
"FBgn0003159","CG2841","","protein_coding","X",2344949,2366356
"FBgn0003162","Pu","Punch","protein_coding","2R",21175315,21182608
"FBgn0003165","pum","pumilio","protein_coding","3R",9066343,9237682
"FBgn0003169","put","punt","protein_coding","3R",14619030,14625703
"FBgn0003174","pwn","pawn","protein_coding","2R",7282572,7300806
"FBgn0003175","px","plexus","protein_coding","2R",22494297,22562065
"FBgn0003187","qua","quail","protein_coding","2L",17486806,17497208
"FBgn0003189","r","rudimentary","protein_coding","X",16655359,16668712
"FBgn0003204","ras","raspberry","protein_coding","X",10744502,10749097
"FBgn0003205","Ras85D","Ras oncogene at 85D","protein_coding","3R",9510561,9513067
"FBgn0003206","Ras64B","Ras oncogene at 64B","protein_coding","3L",4139076,4141398
"FBgn0003209","raw","raw","protein_coding","2L",8709880,8740660
"FBgn0003210","rb","ruby","protein_coding","X",4535635,4540626
"FBgn0003218","rdgB","retinal degeneration B","protein_coding","X",13762752,13779488
"FBgn0003227","rec","recombination-defective","protein_coding","3R",15823019,15832632
"FBgn0003231","ref(2)P","refractory to sigma P","protein_coding","2L",19542468,19545548
"FBgn0003248","Rh2","Rhodopsin 2","protein_coding","3R",18899423,18901019
"FBgn0003249","Rh3","Rhodopsin 3","protein_coding","3R",20081060,20082450
"FBgn0003250","Rh4","Rhodopsin 4","protein_coding","3L",16852527,16862517
"FBgn0003254","rib","ribbon","protein_coding","2R",19270078,19281396
"FBgn0003255","rk","rickets","protein_coding","2L",13982743,14001248
"FBgn0003256","rl","rolled","protein_coding","2R",1071462,1125927
"FBgn0003257","r-l","rudimentary-like","protein_coding","3R",21070557,21073319
"FBgn0003261","Rm62","Rm62","protein_coding","3R",6000426,6008579
"FBgn0003267","ro","rough","protein_coding","3R",26876771,26881171
"FBgn0003268","rod","rough deal","protein_coding","3R",31580951,31588244
"FBgn0003270","amos","absent MD neurons and olfactory sensilla","protein_coding","2L",18596136,18596921
"FBgn0003274","RpLP2","Ribosomal protein LP2","protein_coding","2R",16586129,16586732
"FBgn0003275","Polr2F","RNA polymerase II, I and III subunit F","protein_coding","3R",5371795,5372397
"FBgn0003277","Polr2A","RNA polymerase II subunit A","protein_coding","X",11562800,11570326
"FBgn0003278","Polr1B","RNA polymerase I subunit B","protein_coding","2L",404285,407969
"FBgn0003279","RpL4","Ribosomal protein L4","protein_coding","3R",27922821,27924888
"FBgn0003285","rst","roughest","protein_coding","X",2950399,2973834
"FBgn0003292","rt","rotated abdomen","protein_coding","3L",11584122,11587770
"FBgn0003295","ru","roughoid","protein_coding","3L",1370628,1387437
"FBgn0003300","run","runt","protein_coding","X",20690670,20697321
"FBgn0003301","rut","rutabaga","protein_coding","X",14787478,14826073
"FBgn0003302","rux","roughex","protein_coding","X",6035753,6037800
"FBgn0003308","ry","rosy","protein_coding","3R",13032528,13038020
"FBgn0003310","S","Star","protein_coding","2L",1049674,1077815
"FBgn0003312","sad","shadow","protein_coding","3R",11877235,11879754
"FBgn0003313","sala","spalt-adjacent","protein_coding","2L",11484707,11486949
"FBgn0003317","sax","saxophone","protein_coding","2R",7806484,7810067
"FBgn0003319","Sb","Stubble","protein_coding","3R",16116161,16145284
"FBgn0003321","sbr","small bristles","protein_coding","X",10832752,10847092
"FBgn0003326","sca","scabrous","protein_coding","2R",12780541,12802010
"FBgn0003330","Sce","Sex combs extra","protein_coding","3R",27680431,27682029
"FBgn0003334","Scm","Sex comb on midleg","protein_coding","3R",9633359,9637611
"FBgn0003339","Scr","Sex combs reduced","protein_coding","3R",6823120,6849981
"FBgn0003345","sd","scalloped","protein_coding","X",15804370,15827682
"FBgn0003346","RanGAP","Ran GTPase activating protein","protein_coding","2L",19441959,19447317
